🔓┃解锁,#genre#
新自话138,https://vd4.bdstatic.com/mda-kk5ca4r14bzyqpsp/v1-cae/sc/mda-kk5ca4r14bzyqpsp.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929507-0-0-755969da9815f40bfd8ba862aef6ec6d&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1307831463&vid=8248407897960307135&abtest=107353_1-109133_1&klogid=1307831463
新自话139,https://vd2.bdstatic.com/mda-kk5ca7355mrt9k54/v1-cae/sc/mda-kk5ca7355mrt9k54.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929532-0-0-f346a28f1445c1c38a640fb7323770e8&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1332753978&vid=8982034461923795136&abtest=107353_1-109133_1&klogid=1332753978
新自话140,https://vd2.bdstatic.com/mda-kk6f9brqepy5j5yh/v1-cae/sc/mda-kk6f9brqepy5j5yh.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929553-0-0-d10f70ea216f7c161048ea89ebf45afe&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1353072251&vid=8856422376847782530&abtest=107353_1-109133_1&klogid=1353072251
新自话141,https://vd3.bdstatic.com/mda-kk8dp90ccyeaq8ra/v1-cae/sc/mda-kk8dp90ccyeaq8ra.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929575-0-0-8af22322e007a545efae6526b763c2cc&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1375820225&vid=4689220652675920037&abtest=107353_1-109133_1&klogid=1375820225
新自话142,https://vd2.bdstatic.com/mda-kk9e6wejwyfxx3gw/v1-cae/sc/mda-kk9e6wejwyfxx3gw.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929597-0-0-6e31136d292090aec823fa211b242876&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1397912923&vid=2505822985983112536&abtest=107353_1-109133_1&klogid=1397912923
新自话143,https://vd2.bdstatic.com/mda-kkad3g2yn32uav3u/v1-cae/sc/mda-kkad3g2yn32uav3u.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929619-0-0-c4c7787de1a2390185c2847dd8d20fdb&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1419852245&vid=11366134133051384930&abtest=107353_1-109133_1&klogid=1419852245
新自话144,https://vd2.bdstatic.com/mda-kkdiup091hrv8vag/v1-cae/sc/mda-kkdiup091hrv8vag.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929639-0-0-ed9871c0b4601837118fff11f924392d&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1439203165&vid=2049653650266685843&abtest=107353_1-109133_1&klogid=1439203165
新自话145,https://vd3.bdstatic.com/mda-kkdkm4catnyi7hkm/v1-cae/sc/mda-kkdkm4catnyi7hkm.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929665-0-0-007895b32274ac70d6663633b02e1b79&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1465540290&vid=6835565344810035557&abtest=107353_1-109133_1&klogid=1465540290
新自话146,https://vd2.bdstatic.com/mda-kkff3hr8csnia08p/v1-cae/sc/mda-kkff3hr8csnia08p.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680929682-0-0-137f75df03638a597900ad4f1f67460b&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1482061653&vid=15796105587502420440&abtest=107353_1-109133_1&klogid=1482061653
新自话147,https://vd7.bdstatic.com/mda-kkgmrpditpatuudb/v1-cae/sc/mda-kkgmrpditpatuudb.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929725-0-0-c2e80cf9979c96540c358dda2b5065d3&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1525167221&vid=14303756299551232105&abtest=107353_1-109133_1&klogid=1525167221&sdk_xcdn=1
新自话148,https://vd2.bdstatic.com/mda-kknj87kjmzsved2m/v1-cae/sc/mda-kknj87kjmzsved2m.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929743-0-0-df7bf2271d97bcb2c6b2e266c7e96c6c&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1543450036&vid=7007620516174184476&abtest=107353_1-109133_1&klogid=1543450036
新自话149,https://vd2.bdstatic.com/mda-kknnv9sa5qh2f83m/sc/cae_h264_nowatermark/1610479372/mda-kknnv9sa5qh2f83m.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680929767-0-0-e52383cfd609c3c5b898d28da61db839&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1567663722&vid=7645614328212593289&abtest=107353_1-109133_1&klogid=1567663722
新自话150,https://vd2.bdstatic.com/mda-kkqj7si3c1d4mi6q/sc/cae_h264_nowatermark/1606290137/mda-kkqj7si3c1d4mi6q.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680929808-0-0-f0c38e760243fee80ef3104724dcb868&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1608357728&vid=11661147303527679986&abtest=107353_1-109133_1&klogid=1608357728
新自话151,https://vd3.bdstatic.com/mda-kkrjh4a28y3920ga/v1-cae/sc/mda-kkrjh4a28y3920ga.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929823-0-0-02b232c0818a2e25fe331e5f326ee1d2&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1623126776&vid=5401350360215039544&abtest=107353_1-109133_1&klogid=1623126776
新自话152,https://vd4.bdstatic.com/mda-kkrjgwdys4y4a0uj/sc/cae_h264_nowatermark/1606461458/mda-kkrjgwdys4y4a0uj.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680929841-0-0-23c57a735d45a43af9114d364ce982d9&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1641833693&vid=255117916992150008&abtest=107353_1-109133_1&klogid=1641833693
新自话153,https://vd3.bdstatic.com/mda-kktf7qj14k6ujnyn/sc/cae_h264_nowatermark/1606532566/mda-kktf7qj14k6ujnyn.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680929870-0-0-8cf931c07fef919912b3f0c2a8fc00a7&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1670061140&vid=16997046164713234714&abtest=107353_1-109133_1&klogid=1670061140
新自话154,https://vd2.bdstatic.com/mda-kktmq5ief8c888je/sc/cae_h264_nowatermark/1606734608/mda-kktmq5ief8c888je.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929885-0-0-b1391e5d8d517caf79881f556bdb0b54&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1685754214&vid=2157078184044230576&abtest=107353_1-109133_1&klogid=1685754214
新自话155,https://vd4.bdstatic.com/mda-km2kgt50ewpmk09c/sc/cae_h264_nowatermark/1606984830/mda-km2kgt50ewpmk09c.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929911-0-0-21a3616970e44173e7e866227c72d6d6&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1711259242&vid=4839931335197527882&abtest=107353_1-109133_1&klogid=1711259242
新自话156,https://vd3.bdstatic.com/mda-km6njv245edvjbz7/sc/mda-km6njv245edvjbz7.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680929935-0-0-0e28e571ee97c21d536687a17a6d1158&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1735673254&vid=6590210747362515921&abtest=107353_1-109133_1&klogid=1735673254
新自话157,https://vd4.bdstatic.com/mda-km6nrwru72v8gx3i/sc/cae_h264_nowatermark/1607501923/mda-km6nrwru72v8gx3i.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929962-0-0-9cb97817d1f165c3f58ecf287e1ed9de&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1762147190&vid=12239467067710042748&abtest=107353_1-109133_1&klogid=1762147190
新自话158,https://vd2.bdstatic.com/mda-km6pa47fmkni1ca5/sc/mda-km6pa47fmkni1ca5.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680929978-0-0-b2230a0af6f0791407cdecf1471e84f8&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1778496606&vid=13715768459901883670&abtest=107353_1-109133_1&klogid=1778496606
新自话159,https://vd2.bdstatic.com/mda-kmbkgcapanx5vn4m/sc/cae_h264_nowatermark/1607760287/mda-kmbkgcapanx5vn4m.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680930001-0-0-dcb92d1fc7d76533b1ac41a38313ef93&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1800988113&vid=10902956958808438500&abtest=107353_1-109133_1&klogid=1800988113
新自话160,https://vd4.bdstatic.com/mda-kmenmwvgaz5ca8f8/sc/cae_h264_nowatermark/1608025848/mda-kmenmwvgaz5ca8f8.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680930022-0-0-f32af967c5fd32bfb95157243a1057d6&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1822677167&vid=15413456000966817155&abtest=107353_1-109133_1&klogid=1822677167
新自话161,https://vd3.bdstatic.com/mda-kmgnz57xz9w9ebgk/sc/cae_h264_nowatermark/1608198693/mda-kmgnz57xz9w9ebgk.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680930083-0-0-13ec07e46901967fab9448e9341c0f0f&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1883686824&vid=14147685957927508241&abtest=107353_1-109133_1&klogid=1883686824
新自话162,https://vd4.bdstatic.com/mda-mabv58jcc6ghwp56/sc/cae_h264_nowatermark/1610455993/mda-mabv58jcc6ghwp56.mp4?v_from_s=hkapp-haokan-hna&auth_key=1680930112-0-0-4c45d4dee5550be56875ca9796c7036d&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1912110202&vid=11405604815297488235&abtest=107353_1-109133_1&klogid=1912110202
新自话163,https://vd2.bdstatic.com/mda-mb8ve8idjyegc4u0/sc/mda-mb8ve8idjyegc4u0.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680930132-0-0-e769fcee0dd527d659e5a09319b34fd2&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1932227250&vid=16764350192024804339&abtest=107353_1-109133_1&klogid=1932227250
新自话164,https://vd4.bdstatic.com/mda-mbff1wdnbx89pkcm/v1-cae/sc/mda-mbff1wdnbx89pkcm.mp4?v_from_s=hkapp-haokan-hnb&auth_key=1680930173-0-0-0b7be78c0f3ecfbdf95c33b89aeeae6b&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1973553728&vid=15930535145290790365&abtest=107353_1-109133_1&klogid=1973553728


🌠H.体育,#genre#
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
ELEVEN,mitv://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1
欧洲体育,http://europa-crtvg.flumotion.com/playlist.m3u8
CCTV5 体育,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV5+赛事,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8
TRACE Sport Stars,mitv://generationnexxxt.com:19806/b0cb233f10e84f29910fa38e15a07035
俄罗斯体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/530/index.m3u8
Now Sports2,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=1110616&extension=ts
WWE,mitv://generationnexxxt.com:19806/32e0838eeab84b3a96297dcceca27f5a
Z,mitv://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
WWE,http://49.235.110.121:9090/898/peda/hy.php?id=20971519
日本女摔,http://mmitv.top/pltv/yy.php?id=1355285961
HKC18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
NBA,mitv://generationnexxxt.com:19806/65159b8e000aa81c3e3cd2861b6b31f1
ESPN,mitv://generationnexxxt.com:19806/2436baa9e481444fa785298d5931bdba
SPOTV,mitv://generationnexxxt.com:19806/60ad67b765414b32882a24ce6c63808a
Eurosport,mitv://generationnexxxt.com:19806/65159769000b9a153e2ca23c14c042d2
beINSports,mitv://generationnexxxt.com:19806/eefa5931a750470d8a3267932e36c644
beINSports3,mitv://generationnexxxt.com:19806/83bd4463c62048dea6aafba5e1a81b23
AstroArena,mitv://generationnexxxt.com:19806/c046c74b43184a9bac5b0e402944aca5
AstroSuperSport,mitv://generationnexxxt.com:19806/8f8ad3ee6aa54ccbac64314553dfa1fa
AstroSuperSport2,mitv://generationnexxxt.com:19806/650d4fca00064e791dd4dbcd16fd08c0
AstroSuperSport3,mitv://generationnexxxt.com:19806/5b9b9986c20244908be60c3f18a3e435
AstroSuperSport4,mitv://generationnexxxt.com:19806/c7f1be20958243f68c943016c446501e
AstroSuperSport5,mitv://generationnexxxt.com:19806/d41f257d25e54a0aa09227bde87eccf5
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
风云足球,http://43.248.128.135:9999/cctv.php?id=fyzq&mac=3312EE35BB8C&uuid=6836157
高尔夫网球,http://43.248.128.135:9999/cctv.php?id=gefwq&mac=3312EE35BB8C&uuid=6836157
央视台球,http://43.248.128.135:9999/cctv.php?id=ystq&mac=3312EE35BB8C&uuid=6836157
CCTV5+赛事,http://222.243.28.152:9901/tsfile/live/0016_1.m3u8
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
CCTV5+赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5 体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
爱尔达体育2,http://198.16.100.90:8278/eltasport2_twn/playlist.m3u8?tid=MCDC5093685750936857&ct=19225&tsum=592e009b281ea2abc43b21768cb1bec0
NBA-英文,http://38.96.178.201/live/NBA/index.m3u8
纬来体育,https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育 FHD,http://ali.hlspull.yximgs.com/live/7qvlzZeiRYNkx1Dwn6mLv3PM8GERr19J.flv
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
CCTV5-,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
BRTV体育休闲,http://111.20.35.103:6610/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
辽宁-体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
体育1,https://edge1.laotv.la/live/Bsport1/index.m3u8
体育2,https://edge1.laotv.la/live/Bsport1/sc-gaFECQ/v0_index.m3u8
体育3,https://edge1.laotv.la/live/Bsport1/sc-gaFECQ/a0_index.m3u8
beIN SPORTS 1,https://edge1.laotv.la/live/Bsport1/index.m3u8
beIN SPORTS 1,https://p2p.cdn-domain.com/hls/live/2000341/test/level_2.m3u8
beIN SPORTS 2,https://edge2.laotv.la/live/Bsport2/index.m3u8
beIN SPORTS 2,https://edge2.laotv.la/live/Bsport2/sc-gaFECQ/v0_index.m3u8
beIN SPORTS 2,https://edge2.laotv.la/live/Bsport2/sc-gaFECQ/a0_index.m3u8
澳门体育,,http://61.244.22.5/ch4/sport_ch4.live/chunklist_w1501922041.m3u8
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
深圳体育,http://jh.d7g.cn/sztv.php?id=sztyjk
深圳体育,http://113.117.74.12:8081/hls/70/index.m3u8
辽宁-体育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽体育,http://skycw.vicp.net:4022/udp/238.1.79.41:4440
安徽体育,http://321257.cn:8888/udp/238.1.79.41:4440
山东体育,http://60.208.44.186:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,rtmp://livealone.iqilu.com/iqilu/typdhjOF03kn
杭州体育,https://hw-m-l.cztv.com/channels/lantian/channel17/1080p.m3u8
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,rtmp://9wv7.mine.nu/sat/tv721
纬来体育,http://60.248.77.83/sat/tv721.flv
高尔夫台,http://162.250.201.58:6211/pk/ONEGOLF/index.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
天空体育 足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7336/index.m3u8
天空体育 新闻,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8
天空体育 板球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
欧洲体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
极限运动,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/144/index.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
24小时体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001594/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?世界杯WorldCup
BRTV体育休闲,http://111.20.35.103:6610/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
MBC体育,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
天空体育 格斗,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8
天空体育 德甲,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8
拜仁体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6097/index.m3u8
Bein体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/6124/index.m3u8
MAT体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/522/index.m3u8
BT 体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2505/index.m3u8
Bein体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2501/index.m3u8
Bein体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2499/index.m3u8
天空体育 足球,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7341/index.m3u8
FOX体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7323/index.m3u8

🔓┃IPV6,#genre#


CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3?世界杯WorldCup
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?key=tvbox6_com
CCTV2,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?key=tvbox6_com
CCTV3,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000088/index.m3u8?key=tvbox6_com
CCTV4,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?key=tvbox6_com
CCTV5,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?key=tvbox6_com
CCTV5+,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?key=tvbox6_com
CCTV7,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?key=tvbox6_com
CCTV9,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?key=tvbox6_com
CCTV10,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8?key=tvbox6_com
CCTV12,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?key=tvbox6_com
CCTV13,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?key=tvbox6_com
CCTV14,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?key=tvbox6_com
CCTV15,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?key=tvbox6_com
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV17,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?key=tvbox6_com
CETV1,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000481/index.m3u8?key=tvbox6_com
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8
CGTN,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225604/index.m3u8
CGTN纪录,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225602/index.m3u8
CETV-01,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225652/index.m3u8
CETV-04,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225783/index.m3u8
优购物,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225666/index.m3u8
家有购物,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225708/index.m3u8
好享购物,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225757/index.m3u8
央广购物,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226068/index.m3u8
MIGU1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226124/index.m3u8
MIGU2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226147/index.m3u8
MIGU3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226398/index.m3u8
MIGU4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226469/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3?世界杯WorldCup
